year,company ,region,sector ,re100,sbti,cn,nz,cc,,,
2022,Kuehne + Nagel International,Europe,Transportation and logistics,,1,1,,,,,
2022,Jardine Matheson,North America,Automotive,,,,,,,,
2022,Raízen,Other,Oil and gas,,,,,,,,
2022,Northrop Grumman,North America,Aerospace and defense,,,,1,1,,,
2022,TongLing Nonferrous Metals Group,Asia,Metals and mining,,,,,,,,
2022,Mitsubishi Corp,Asia,Financial services,,,,1,,,,
2022,3M,North America,Chemicals,1,,1,,,,,
2022,British American Tobacco,Europe,"Food, beverages and agriculture",,1,1,1,,,,
2022,Mizuho Financial Group,Asia,Financial services,,,1,1,,,,
2022,Haier Smart Home,Asia,Industrial goods,,,,,,,,
2022,Olam Group,Asia,Retail,,1,,,,,,
2022,Zijin Mining Group,Asia,Metals and mining,,,1,,,,,
2022,Heraeus Holding,Europe,Metals and mining,,,1,,,,,
2022,Aisin,Asia,Automotive,,,1,,-1,,,
2022,Travelers,North America,Financial services,,,1,,,,,
2022,China Datang,Asia,Energy and utilities,,,,,,,,
2022,Longfor Group Holdings,Asia,Real estate,,,,,,,,
2022,Shudao Investment Group,Asia,Engineering and construction,,,,,,,,
2022,China National Aviation Fuel Group,Asia,Oil and gas,,,,,,,,
2022,Arrow Electronics,North America,Retail,,,,,,,,
2022,New China Life Insurance,Asia,Financial services,,,,,,,,
2022,Honeywell International,North America,Industrial goods,,,1,,,,,
2022,Mitsubishi Heavy Industries,Asia,Industrial goods,,,,1,1,,,
2022,Dollar General,North America,Retail,,,,,,,,
2022,Schneider Electric,Europe,Industrial goods,1,1,1,1,1,,,
2022,Hunan Iron & Steel Group,Asia,Metals and mining,,,,,,,,
2022,Lu'an Chemical Group,Asia,Metals and mining,,,,,,,,
2022,Siemens Energy,Europe,Energy and utilities,,1,1,1,1,,,
2022,PKN ORLEN Group,Other,Oil and gas,,,,1,,,,
2022,ING Group,Europe,Financial services,1,,1,1,1,,,
2022,Phoenix Group Holdings,Europe,Financial services,,,,1,1,,,
2022,Veolia Environnement,Europe,Energy and utilities,,1,,1,1,,,
2022,Coop Group,Europe,Retail,,,1,1,1,,,
2022,Qualcomm,North America,Industrial goods,,,,1,-1,,,
2022,Shanghai Pharmaceuticals Holding,Asia,Retail,,,,,,,,
2022,Shanxi Coking Coal Group,Asia,Metals and mining,,,,,,,,
2022,CarMax,North America,Retail,,,,1,1,,,
2022,SAP,Europe,Technology,,1,1,1,1,,,
2022,Xinjiang Zhongtai Group,Asia,Chemicals,,,,,,,,
2022,Tata Steel,Asia,Metals and mining,,,,,,,,
2022,BYD,Asia,Automotive,,,,,,,,
2022,Rajesh Exports,Asia,Financial services,,,,,-1,,,
2022,Inditex,Europe,Retail,,1,,1,,,,
2022,Banco Bradesco,Other,Financial services,,,1,1,1,,,
2022,Fubon Financial Holding,Asia,Financial services,,,,,,,,
2022,S.F. Holding,Asia,Transportation and logistics,,,,,1,,,
2022,Sumitomo Life Insurance,Asia,Financial services,,,,1,,,,
2022,Capital One Financial,North America,Financial services,1,,,,1,,,
2022,Canon,Asia,Technology,,,,1,1,,,
2022,Guangxi Investment Group,Asia,Financial services,,,,,,,,
2022,Fujitsu,Asia,Technology,1,1,,1,1,,,
2022,Yunnan Provincial Investment Holding Group,Asia,Financial services,,,,,,,,
2022,Takeda Pharmaceutical,Asia,Health care and pharmaceuticals,,1,1,1,1,,,
2022,Suzuki Motor,Asia,Automotive,,,,1,-1,,,
2022,Migros Group,Europe,Retail,,1,1,1,1,,,
2022,TD Synnex,North America,Retail,,,,1,,,,
2022,Weichai Power,Asia,Industrial goods,,,,,,,,
2022,Xinjiang Guanghui Industry Investment,Asia,Financial services,,,,,,,,
2022,Philip Morris International,North America,"Food, beverages and agriculture",,1,1,1,1,,,
2022,World Fuel Services,North America,Energy and utilities,,,1,,1,,,
2022,Bank of Nova Scotia,North America,Financial services,,,,1,,,,
2022,Suncor Energy,North America,Oil and gas,,,,1,,,,
2022,Shandong Hi-Speed Group,Asia,Transportation and logistics,,,,,,,,
2022,Hailiang Group,Asia,Financial services,,,,,,,,
2022,CRH,Europe,Industrial goods,,1,1,,,,,
2022,Investor,Europe,Financial services,,,,1,,,,
2022,Wistron,Asia,Technology,,,,,,,,
2022,Linde,Europe,Chemicals,,,,,,,,
2022,Samsung Life Insurance,Asia,Financial services,,,1,,-1,,,
2022,Banco do Brasil,Other,Financial services,,,1,,1,,,
2022,Chengdu Xingcheng Investment Group,Asia,Engineering and construction,,,,,,,,
2022,Guangzhou Pharmaceutical Holdings,Asia,Health care and pharmaceuticals,,,,,,,,
2022,Performance Food Group,North America,Retail,,,,,,,,
2022,Shanghai Delong Steel Group,Asia,Metals and mining,,,,,,,,
2022,GS Caltex,Asia,Oil and gas,,,,,,,,
2022,Mercadona,Europe,Retail,,,,,,,,
2022,CJ Corp.,Asia,"Food, beverages and agriculture",,,1,,1,,,
2022,Medtronic,North America,Health care and pharmaceuticals,,,1,1,1,,,
2022,Samsung C&T,Asia,Financial services,,,,,,,,
2022,CPC,Asia,Oil and gas,,,,,,,,
2022,Sumitomo Electric Industries,Asia,Automotive,,1,1,,,,,
2022,X5 Retail Group,Europe,Retail,,,1,,,,,
2022,Delta Air Lines,North America,Transportation and Logistics,,,1,1,,,,
2022,American Airlines Group,North America,Transportation and Logistics,,1,,1,1,,,
2022,Toshiba,Asia,Industrial goods,,1,,1,1,,,
2022,Netflix,North America,Telecommunications and media,1,1,,1,1,,,
2022,Metro,Europe,Retail,,1,1,,,,,
2022,Paramount Global,North America,Telecommunications and media,,,,,,,,
2022,Bridgestone,Asia,Automotive,,,1,,-1,,,
2022,US Foods Holding,North America,Retail,,,,,,,,
2022,Danaher,North America,Health care and pharmaceuticals,,,,,,,,
2022,Gree Electric Appliances,Asia,Industrial goods,,,,,,,,
2022,Holcim,Europe,Industrial goods,,1,,1,,,,
2022,Medipal Holdings,Asia,Retail,,,,,,,,
2022,Jabil,North America,Industrial goods,,,1,,,,,
2022,Randstad,Europe,Financial services,,,,1,,,,
2022,Starbucks,North America,"Food, beverages and agriculture",1,1,,,,,,
2022,Coles Group,Other,Retail,,,,1,,,,
2022,Credit Suisse Group,Europe,Financial services,1,,1,1,,,,
2022,RWE,Europe,Energy and utilities,,1,1,,,,,
2022,DSV,Europe,Transportation and logistics,,1,,,,,,
2022,ABB,Europe,Industrial goods,1,1,1,,1,,,
2022,Mondelez International,North America,"Food, beverages and agriculture",,1,,1,,,,
2022,Danone,Europe,"Food, beverages and agriculture",1,1,1,,1,,,
2022,Umicore,Other,Chemicals,,,,1,,,,
2023,Walmart,North America,Retail,1,1,,1,,,,
2023,Saudi Aramco,Other,Energy and utilities,,,,1,,,,
2023,State Grid,Asia,Energy and utilities,,,,,,,,
2023,Amazon,North America,Retail,,,,1,,,,
2023,China National Petroleum,Asia,Oil and gas,,,,,,,,
2023,Sinopec Group,Asia,Energy and utilities,,,,,,,,
2023,Exxon Mobil,North America,Energy and utilities,,,,1,,,,
2023,Apple,North America,Technology,1,1,1,,1,,,
2023,Shell,Europe,Energy and utilities,,,,1,,,,
2023,UnitedHealth Group,North America,Health care and pharmaceuticals,,,,1,,,,
2023,CVS Health,North America,Health care and pharmaceuticals,,1,,1,,,,
2023,Trafigura Group,Asia,Retail,,,1,,1,,,
2023,China State Construction Engineering,Asia,Engineering and construction,,,,,,,,
2023,Berkshire Hathaway,North America,Financial services,,,,,,,,
2023,Volkswagen,Europe,Automotive,,1,1,,,,,
2023,Uniper,Europe,Energy and utilities,,,1,,1,,,
2023,Alphabet,North America,Technology,,,,1,1,,,
2023,McKesson,North America,Health care and pharmaceuticals,,1,,,,,,
2023,Toyota Motor,Asia,Automotive,,1,1,,1,,,
2023,TotalEnergies,Europe,Energy and utilities,,,,1,,,,
2023,Glencore,Europe,Energy and utilities,,,,1,,,,
2023,BP,Europe,Energy and utilities,,,,1,,,,
2023,Chevron,North America,Energy and utilities,,,,1,,,,
2023,AmerisourceBergen,North America,Health care and pharmaceuticals,,1,,,,,,
2023,Samsung Electronics,Asia,Technology,1,,,1,,,,
2023,Costco Wholesale,North America,Retail,,,,,,,,
2023,Hon Hai Precision Industry,Asia,Technology,,1,,1,,,,
2023,Industrial & Commercial Bank of China,Asia,Financial services,,,1,,,,,
2023,China Construction Bank,Asia,Financial services,,,,,,,,
2023,Microsoft,North America,Technology,1,1,,1,1,,,
2023,Stellantis,Europe,Automotive,,,,1,,,,
2023,Agricultural Bank of China,Asia,Financial services,,,,,,,,
2023,Ping An Insurance,Asia,Financial services,,,1,,1,,,
2023,Cardinal Health,North America,Health care and pharmaceuticals,,,,,,,,
2023,Cigna,North America,Health care and pharmaceuticals,1,,1,,,,,
2023,Marathon Petroleum,North America,Energy and utilities,,,,,,,,
2023,Phillips 66,North America,Energy and utilities,,,,,,,,
2023,Sinochem Holdings,Asia,Chemicals,,,,,,,,
2023,China Railway Engineering Group,Asia,Engineering and construction,,,,,,,,
2023,Valero Energy,North America,Energy and utilities,,,1,,,,,
2023,Gazprom,Europe,Energy and utilities,,,,,,,,
2023,China National Offshore Oil,Asia,Oil and gas,,,1,,,,,
2023,China Railway Construction,Asia,Engineering and construction,,,,,,,,
2023,China Baowu Steel Group,Asia,Industrial goods,,,1,,,,,
2023,Mitsubishi,Asia,Retail,,,,1,,,,
2023,Ford Motor,North America,Automotive,,1,1,,1,,,
2023,Mercedes-Benz Group,Europe,Automotive,,,1,,,,,
2023,Home Depot,North America,Retail,1,,,,,,,
2023,Bank of China,Asia,Financial services,,,1,,1,,,
2023,General Motors,North America,Automotive,1,1,1,,,,,
2023,Elevance Health,North America,Health care and pharmaceuticals,1,,,1,1,,,
2023,JD.com,Asia,Retail,,,,,,,,
2023,JPMorgan Chase,North America,Financial services,1,,,1,1,,,
2023,China Life Insurance,Asia,Financial services,,,,,,,,
2023,Electricité de France,Europe,Energy and utilities,,1,,1,,,,
2023,Equinor,Europe,Energy and utilities,,,,1,,,,
2023,BMW Group,Europe,Automotive,1,1,1,,1,,,
2023,Kroger,North America,"Food, beverages and agriculture",,,,,,,,
2023,Enel,Europe,Energy and utilities,,1,,1,,,,
2023,Centene,North America,Health care and pharmaceuticals,,,,,,,,
2023,ENI,Europe,Energy and utilities,,,1,,1,,,
2023,China Mobile Communications,Asia,Telecommunications and media,,,,,,,,
2023,China Communications Construction,Asia,Engineering and construction,,,,,,,,
2023,Verizon Communications,North America,Telecommunications and media,,1,,1,,,,
2023,China Minmetals,Asia,Industrial goods,,,,1,,,,
2023,Walgreens Boots Alliance,North America,"Food, beverages and agriculture",,,,,,,,
2023,Allianz,Europe,Financial services,1,,,1,1,,,
2023,Alibaba Group Holding,Asia,Retail,,,1,,1,,,
2023,Xiamen C&D,Asia,Retail,,,,,,,,
2023,Honda Motor,Asia,Automotive,,,1,,,,,
2023,Petrobras,Other,Energy and utilities,,,1,,1,,,
2023,Shandong Energy Group,Asia,Energy and utilities,,,,,,,,
2023,E.ON,Europe,Energy and utilities,,1,1,,1,,,
2023,China Resources,Asia,Health care and pharmaceuticals,,,,,,,,
2023,Fannie Mae,North America,Financial services,,,,,,,,
2023,China Energy Investment,Asia,Energy and utilities,,,,,,,,
2023,Comcast,North America,Telecommunications and media,,,1,,1,,,
2023,AT&T,North America,Telecommunications and media,,1,1,,1,,,
2023,Deutsche Telekom,Europe,Telecommunications and media,1,1,,1,1,,,
2023,Pemex,North America,Energy and utilities,,,,,,,,
2023,Meta Platforms,North America,Technology,1,,,1,,,,
2023,Bank of America,North America,Financial services,1,,,1,1,,,
2023,China Southern Power Grid,Asia,Energy and utilities,,,,,,,,
2023,SAIC Motor,Asia,Automotive,,,,,,,,
2023,Hyundai Motor,Asia,Automotive,1,,,1,,,,
2023,China Post Group,Asia,Transportation and logistics,,,,,,,,
2023,COFCO,Asia,Retail,,,,,,,,
2023,Reliance Industries,Asia,Energy and utilities,,,,1,,,,
2023,Engie,Europe,Energy and utilities,,1,,1,,,,
2023,Target,North America,Retail,1,1,,1,,,,
2023,AXA,Europe,Financial services,1,,,1,1,,,
2023,SK Group,Asia,Energy and utilities,,,,1,,,,
2023,Mitsui,Asia,Retail,,,,1,,,,
2023,Indian Oil,Asia,Energy and utilities,,,,1,,,,
2023,Xiamen ITG Holding Group,Asia,Retail,,,,,,,,
2023,Itochu,Asia,Retail,,,,1,,,,
2023,Dell Technologies,North America,Technology,1,1,,1,,,,
2023,Archer Daniels Midland,North America,"Food, beverages and agriculture",,,,,,,,
2023,Citigroup,North America,Financial services,1,,,1,,,,
2023,CITIC Group,Asia,Financial services,,,,,1,,,
2023,United Parcel Service,North America,Transportation and logistics,,,1,,1,,,
2023,Pfizer,North America,Health care and pharmaceuticals,1,1,,1,1,,,
2023,Deutsche Post DHL Group,Europe,Transportation and logistics,,1,,1,,,,
2023,Banco Santander,Europe,Financial services,,,,1,1,,,
2023,PowerChina,Asia,Engineering and construction,,,,,,,,
2023,Nestlé,Europe,"Food, beverages and agriculture",1,1,,1,,,,
2023,Life Insurance Corp. of India,Asia,Financial services,,,,,,,,
2023,Lowe's,North America,Retail,,,,1,,,,
2023,Nippon Telegraph and Telephone,Asia,Telecommunications and media,,1,1,,1,,,
2023,PTT,Asia,Energy and utilities,,,,1,,,,
2023,Huawei Investment & Holding,Asia,Technology,,,,,,,,
2023,Johnson & Johnson,North America,Health care and pharmaceuticals,1,1,,1,1,,,
2023,Sinopharm,Asia,Retail,,,,,,,,
2023,FedEx,North America,Transportation and logistics,,,1,,,,,
2023,COSCO Shipping,Asia,Transportation and logistics,,1,,1,,,,
2023,Humana,North America,Health care and pharmaceuticals,,,,,,,,
2023,Brookfield Asset Management,North America,Financial services,,,,1,,,,
2023,Bosch Group,Europe,Automotive,,,1,,1,,,
2023,BASF,Europe,Chemicals,,,,1,,,,
2023,People's Insurance Co. of China,Asia,Financial services,,,,,,,,
2023,Royal Ahold Delhaize,Europe,"Food, beverages and agriculture",,1,,1,,,,
2023,ENEOS Holdings,Asia,Energy and utilities,,,1,,,,,
2023,Hengli Group,Asia,Industrial goods,,,,,,,,
2023,Amer International Group,Asia,Industrial goods,,,,,,,,
2023,Carrefour,Europe,"Food, beverages and agriculture",,1,1,,1,,,
2023,Energy Transfer,North America,Energy and utilities,,,,,,,,
2023,BNP Paribas,Europe,Financial services,,,1,,,,,
2023,State Farm Insurance,North America,Financial services,,,,,,,,
2023,Seven & I Holdings,Asia,Retail,1,,1,,,,,
2023,HSBC Holdings,Europe,Financial services,1,,,1,,,,
2023,China FAW Group,Asia,Automotive,,,,,,,,
2023,China Telecommunications,Asia,Telecommunications and media,,,,,,,,
2023,Freddie Mac,North America,Financial services,,,,,,,,
2023,Crédit Agricole,Europe,Financial services,1,,1,,1,,,
2023,PepsiCo,North America,"Food, beverages and agriculture",1,1,,1,,,,
2023,Zhejiang Rongsheng Holding Group,Asia,Chemicals,,,,,,,,
2023,Assicurazioni Generali,Europe,Financial services,,,,1,,,,
2023,Wuchan Zhongda Group,Asia,Retail,,,,,,,,
2023,Petronas,Asia,Energy and utilities,,,,1,,,,
2023,Sony,Asia,Technology,1,1,,1,1,,,
2023,Pertamina,Asia,Energy and utilities,,,,1,,,,
2023,XMXYG,Asia,Retail,,,,,,,,
2023,Christian Dior,Europe,Retail,,,,,,,,
2023,Wells Fargo,North America,Financial services,,,,1,1,,,
2023,Walt Disney,North America,Telecommunications and media,,,,1,,,,
2023,China North Industries Group,Asia,Aerospace and defense,,,,,,,,
2023,Tencent Holdings,Asia,Technology,,1,,1,1,,,
2023,Japan Post Holdings,Asia,Financial services,,,1,,,,,
2023,ConocoPhillips,North America,Energy and utilities,,,,1,,,,
2023,Aviation Industry Corp. of China,Asia,Aerospace and defense,,,,,,,,
2023,Maersk Group,Europe,Transportation and logistics,,,,1,,,,
2023,Tesla,North America,Automotive,,,,,,,,
2023,Hitachi,Asia,Technology,,1,1,,1,,,
2023,Procter & Gamble,North America,Household and personal products,1,1,,1,1,,,
2023,ArcelorMittal,Other,Industrial goods,,,1,,1,,,
2023,Tesco,Europe,"Food, beverages and agriculture",1,1,,1,,,,
2023,Pacific Construction Group,Asia,Engineering and construction,,,,,,,,
2023,Oil & Natural Gas,Asia,Energy and utilities,,,,1,,,,
2023,U.S. Postal Service,North America,Transportation and logistics,,,,,,,,
2023,Nissan Motor,Asia,Automotive,,1,1,,1,,,
2023,Bank of Communications,Asia,Financial services,,,,,,,,
2023,Siemens,Europe,Industrial goods,1,1,,1,,,,
2023,Jinneng Holding Group,Asia,Energy and utilities,,,,,,,,
2023,Albertsons,North America,"Food, beverages and agriculture",,1,,1,,,,
2023,Guangzhou Automobile Industry Group,Asia,Automotive,,,1,,,,,
2023,Aluminum Corp. of China,Asia,Industrial goods,,,,,,,,
2023,General Electric,North America,Industrial goods,,,,1,1,,,
2023,Taiwan Semiconductor Manufacturing,Asia,Technology,1,,,1,,,,
2023,Shaanxi Coal & Chemical Industry,Asia,Energy and utilities,,,,,1,,,
2023,Munich Re Group,Europe,Financial services,,,,1,1,,,
2023,Jiangxi Copper,Asia,Industrial goods,,,,,,,,
2023,Shandong Weiqiao Pioneering Group,Asia,Industrial goods,,,,,,,,
2023,China Vanke,Asia,Financial services,,,,,1,,,
2023,Wilmar International,Asia,"Food, beverages and agriculture",,,,,,,,
2023,China Merchants Group,Asia,Transportation and logistics,,,,,,,,
2023,Toyota Tsusho,Asia,Retail,,,1,,,,,
2023,JBS,Other,"Food, beverages and agriculture",,,,1,,,,
2023,Repsol,Europe,Energy and utilities,,,,1,,,,
2023,China Merchants Bank,Asia,Financial services,,,,,,,,
2023,BHP Group,Other,Energy and utilities,,,,1,,,,
2023,Nippon Life Insurance,Asia,Financial services,,,,1,,,,
2023,Dai-ichi Life Holdings,Asia,Financial services,,,,1,,,,
2023,MetLife,North America,Financial services,,,,1,1,,,
2023,Roche Group,Europe,Health care and pharmaceuticals,,,,1,,,,
2023,Goldman Sachs Group,North America,Financial services,1,,,1,1,,,
2023,Sysco,North America,Retail,,1,,,,,,
2023,Mitsubishi UFJ Financial Group,Asia,Financial services,,,1,,1,,,
2023,Dongfeng Motor,Asia,Automotive,,,,,1,,,
2023,AEON,Asia,"Food, beverages and agriculture",1,1,,1,,,,
2023,Marubeni,Asia,Retail,,,,1,,,,
2023,China Poly Group,Asia,Real estate,,,,,,,,
2023,China Pacific Insurance (Group),Asia,Financial services,,,,,,,,
2023,Beijing Automotive Group,Asia,Automotive,,,1,,,,,
2023,Bunge,North America,"Food, beverages and agriculture",,1,,,,,,
2023,RTX,North America,Aerospace and defense,,,,1,,,,
2023,Kia,Asia,Automotive,1,,1,,1,,,
2023,Boeing,North America,Aerospace and defense,,,,1,,,,
2023,StoneX Group,North America,Financial services,,,,,,,,
2023,Lockheed Martin,North America,Aerospace and defense,,,,,,,,
2023,Morgan Stanley,North America,Financial services,1,,,1,1,,,
2023,POSCO,Asia,Industrial goods,,,,1,,,,
2023,Vinci,Europe,Engineering and construction,,1,1,,1,,,
2023,OMV Group,Other,Energy and utilities,,,,1,,,,
2023,LG Electronics,Asia,Technology,1,1,1,,1,,,
2023,Greenland Holding Group,Asia,Financial services,,,,,,,,
2023,Country Garden Holdings,Asia,Financial services,,,,,,,,
2023,Itaú Unibanco Holding,Other,Financial services,,,,1,1,,,
2023,Société Générale,Europe,Financial services,,,1,,,,,
2023,China Huaneng Group,Asia,Energy and utilities,,,,,,,,
2023,Unilever,Europe,Household and personal products,1,1,,1,,,,
2023,Intel,North America,Technology,1,,,1,,,,
2023,BYD,Asia,Automotive,,,,,,,,
2023,HP,North America,Technology,1,1,,1,1,,,
2023,Alimentation Couche-Tard,North America,Retail,,,,,,,,
2023,TD Synnex,North America,Retail,,,,1,,,,
2023,PKN ORLEN Group,Other,Energy and utilities,,,1,,,,,
2023,Lenovo Group,Asia,Technology,,1,,1,,,,
2023,Panasonic Holdings,Asia,Technology,1,1,,1,,,,
2023,Airbus,Europe,Aerospace and defense,1,1,,1,,,,
2023,Accenture,Europe,Technology,1,1,,1,,,,
2023,Idemitsu Kosan,Asia,Energy and utilities,,,1,,1,,,
2023,Shenghong Holding Group,Asia,Chemicals,,,,,,,,
2023,Industrial Bank,Asia,Financial services,,,,,,,,
2023,IBM,North America,Technology,,,,1,,,,
2023,Zhejiang Geely Holding Group,Asia,Automotive,,,1,,,,,
2023,HCA Healthcare,North America,Health care and pharmaceuticals,,,,,,,,
2023,Prudential Financial,North America,Financial services,,,,1,-1,,,
2023,Louis Dreyfus,Europe,"Food, beverages and agriculture",,,,,,,,
2023,HBIS Group,Asia,Industrial goods,,,1,,,,,
2023,Caterpillar,North America,Industrial goods,,,,,,,,
2023,Merck,North America,Health care and pharmaceuticals,,1,1,,,,,
2023,Deutsche Bahn,Europe,Transportation and logistics,,1,1,,1,,,
2023,Bharat Petroleum,Asia,Energy and utilities,,,,1,,,,
2023,World Kinect,North America,Energy and utilities,,,1,,1,,,
2023,State Bank of India,Asia,Financial services,,,1,,1,,,
2023,Nippon Steel Corporation,Asia,Industrial goods,,,1,,1,,,
2023,Energie Baden-Wurttemberg,Europe,Energy and utilities,,1,1,,1,,,
2023,New York Life Insurance,North America,Financial services,,,,1,,,,
2023,Enterprise Products Partners,North America,Energy and utilities,,,,,,,,
2023,AbbVie,North America,Health care and pharmaceuticals,,1,,,,,,
2023,Anheuser-Busch InBev,Other,"Food, beverages and agriculture",1,1,,1,,,,
2023,Tokyo Electric Power,Asia,Energy and utilities,,,,1,,,,
2023,Plains GP Holdings,North America,Energy and utilities,,,,,,,,
2023,Zhejiang Hengyi Group,Asia,Chemicals,,,,,,,,
2023,Dow,North America,Chemicals,,,1,,,,,
2023,Iberdrola,Europe,Energy and utilities,,1,,1,-1,,,
2023,China National Building Material Group,Asia,Industrial goods,,,,,,,,
2023,American International Group,North America,Financial services,,,,1,,,,
2023,Talanx,Europe,Financial services,,,,1,1,,,
2023,Sberbank,Europe,Financial services,,,1,,,,,
2023,Banco do Brasil,Other,Financial services,,,1,,1,,,
2023,China Electronics Technology Group,Asia,Aerospace and defense,,,,,,,,
2023,American Express,North America,Financial services,1,,,1,1,,,
2023,Rio Tinto Group,Europe,Energy and utilities,,,,1,,,,
2023,Publix Super Markets,North America,"Food, beverages and agriculture",,,,,,,,
2023,China Energy Engineering Group,Asia,Engineering and construction,,,,,,,,
2023,Tsingshan Holding Group,Asia,Industrial goods,,,,,,,,
2023,Korea Electric Power,Asia,Energy and utilities,,,,,,,,
2023,Koç Holding,Other,Energy and utilities,,,1,,,,,
2023,Shanghai Pudong Development Bank,Asia,Financial services,,,,,,,,
2023,Charter Communications,North America,Telecommunications and media,,,1,,,,,
2023,State Power Investment,Asia,Energy and utilities,,,,,,,,
2023,Saint-Gobain,Europe,Industrial goods,,1,,1,,,,
2023,Daimler Truck Holding,Europe,Automotive,,,1,,,,,
2023,Bayer,Europe,Health care and pharmaceuticals,,1,,1,1,,,
2023,Tyson Foods,North America,"Food, beverages and agriculture",,1,,1,,,,
2023,China United Network Communications,Asia,Telecommunications and media,,,,,,,,
2023,Deere,North America,Industrial goods,,1,,,,,,
2023,Shaanxi Yanchang Petroleum (Group),Asia,Energy and utilities,,,,,,,,
2023,Royal Bank of Canada,North America,Financial services,,,,1,1,,,
2023,Novartis,Europe,Health care and pharmaceuticals,1,1,,1,1,,,
2023,China State Shipbuilding,Asia,Transportation and logistics,,,,,,,,
2023,Banco Bradesco,Other,Financial services,,,,1,1,,,
2023,Cisco Systems,North America,Technology,,1,,1,,,,
2023,Nationwide,North America,Financial services,,,,1,1,,,
2023,Allstate,North America,Financial services,,,,1,,,,
2023,Cenovus Energy,North America,Energy and utilities,,,,1,,,,
2023,Midea Group,Asia,Industrial goods,,,,,,,,
2023,Sinomach,Asia,Industrial goods,,,,,,,,
2023,Delta Air Lines,North America,Transportation and logistics,,1,,1,,,,
2023,LyondellBasell Industries,Europe,Chemicals,,,,1,,,,
2023,Sumitomo,Asia,Retail,,,1,,1,,,
2023,Ansteel Group,Asia,Industrial goods,,,,,,,,
2023,Liberty Mutual Insurance Group,North America,Financial services,,,,,,,,
2023,TJX,North America,Retail,,,,1,,,,
2023,Renault,Europe,Automotive,,1,1,,,,,
2023,Progressive,North America,Financial services,,,,1,1,,,
2023,Edeka Zentrale,Europe,Retail,,,,,,,,
2023,Jinchuan Group,Asia,Industrial goods,,,,,,,,
2023,Tokio Marine Holdings,Asia,Financial services,,,,1,1,,,
2023,American Airlines Group,North America,Transportation and logistics,,1,,1,,,,
2023,Contemporary Amperex Technology,Asia,Automotive,,,,,,,,
2023,Energi Danmark Group,Europe,Energy and utilities,,,1,,1,,,
2023,Toronto-Dominion Bank,North America,Financial services,1,,,1,1,,,
2023,SoftBank Group,Asia,Telecommunications and media,,1,1,,,,,
2023,Hanwha,Asia,Financial services,,,,,,,,
2023,ING Group,Europe,Financial services,1,,,1,1,,,
2023,CHS,North America,"Food, beverages and agriculture",,,,,,,,
2023,Sanofi,Europe,Health care and pharmaceuticals,1,1,,1,1,,,
2023,Groupe BPCE,Europe,Financial services,,,1,,,,,
2023,Raízen,Other,Energy and utilities,,,,,,,,
2023,Vodafone Group,Europe,Telecommunications and media,1,1,,1,,,,
2023,Denso,Asia,Automotive,,,1,,1,,,
2023,Performance Food Group,North America,Retail,,,,,,,,
2023,HD Hyundai,Asia,Energy and utilities,,,,,,,,
2023,PBF Energy,North America,Energy and utilities,,,1,,,,,
2023,Volvo,Europe,Automotive,,1,,1,,,,
2023,Nike,North America,Retail,1,1,,1,,,,
2023,Bouygues,Europe,Engineering and construction,,,,,,,,
2023,Zhejiang Communications Investment Group,Asia,Transportation and logistics,,,,,,,,
2023,Best Buy,North America,Retail,,1,,1,,,,
2023,Bristol-Myers Squibb,North America,Health care and pharmaceuticals,,,1,,1,,,
2023,Susun Construction Group,Asia,Engineering and construction,,,,,,,,
2023,Ingka Group,Europe,Retail,1,1,,1,-1,,,
2023,ZF Friedrichshafen,Europe,Automotive,,1,,1,,,,
2023,Swiss Re,Europe,Financial services,1,,,1,1,,,
2023,EXOR Group,Europe,Financial services,,,,1,1,,,
2023,Banco Bilbao Vizcaya Argentaria,Europe,Financial services,,,,1,1,,,
2023,Orange,Europe,Telecommunications and media,,1,,1,,,,
2023,Jingye Group,Asia,Industrial goods,,,,,,,,
2023,Sumitomo Mitsui Financial Group,Asia,Financial services,,,,1,,,,
2023,GS Caltex,Asia,Energy and utilities,,,,,,,,
2023,China Huadian,Asia,Energy and utilities,,,,,,,,
2023,Veolia Environnement,Europe,Energy and utilities,,1,,1,,,,
2023,Barclays,Europe,Financial services,1,,,1,1,,,
2023,United Airlines Holdings,North America,Transportation and logistics,,,,1,,,,
2023,Suncor Energy,North America,Energy and utilities,,,,1,,,,
2023,Thermo Fisher Scientific,North America,Health care and pharmaceuticals,,1,,1,,,,
2023,China Minsheng Banking,Asia,Financial services,,,,,,,,
2023,ThyssenKrupp,Europe,Industrial goods,,1,1,,,,,
2023,AstraZeneca,Europe,Health care and pharmaceuticals,1,1,,1,1,,,
2023,Vale,Other,Energy and utilities,,,,1,,,,
2023,Pegatron,Asia,Technology,,,,,,,,
2023,Qualcomm,North America,Technology,,1,,1,,,,
2023,Woolworths Group,Other,"Food, beverages and agriculture",1,1,,1,,,,
2023,George Weston,North America,"Food, beverages and agriculture",,,,1,,,,
2023,Tata Motors,Asia,Automotive,1,,,1,,,,
2023,Abbott Laboratories,North America,Health care and pharmaceuticals,,1,,,,,,
2023,KB Financial Group,Asia,Financial services,1,1,,1,,,,
2023,SNCF Group,Europe,Transportation and logistics,,1,1,,,,,
2023,China South Industries Group,Asia,Aerospace and defense,,,,,,,,
2023,Chubb,Europe,Financial services,,,1,,1,,,
