year,company ,region,sector ,re100,sbti,cn,nz,cc,,,
2024,Meiji Yasuda Life Insurance,Asia,Financial services,,,,1,1,,,
2024,Meituan,Asia,Retail,,,,,,,,
2024,Mercadona,Europe,"Food, beverages and agriculture",,,,,,,,
2024,Mercedes-Benz Group,Europe,Automotive,,1,1,,1,,,
2024,Merck,North America,Health care and pharmaceuticals,,1,1,,1,,,
2024,Meta Platforms,North America,Technology,1,1,,1,1,,,
2024,MetLife,North America,Financial services,,,,1,1,,,
2024,Metro,Europe,Retail,,1,1,,,,,
2024,Microsoft,North America,Technology,1,1,1,,1,,,
2024,Midea Group,Asia,Industrial goods,,,,,,,,
2024,Migros Group,Europe,Retail,,1,,1,1,,,
2024,Mitsubishi,Asia,Industrial goods,,,,1,1,,,
2024,Mitsubishi Electric,Asia,Industrial goods,,1,,1,,,,
2024,Mitsubishi Heavy Industries,Asia,Industrial goods,,,,1,,,,
2024,Mitsubishi UFJ Financial Group,Asia,Financial services,,,,1,1,,,
2024,Mitsui,Asia,Financial services,,,,,,,,
2024,Mizuho Financial Group,Asia,Financial services,,,,1,-1,,,
2024,Molina Healthcare,North America,Health care and pharmaceuticals,,,,,,,,
2024,Mondelez International,North America,"Food, beverages and agriculture",,1,,1,,,,
2024,Morgan Stanley,North America,Financial services,1,,,1,1,,,
2024,MS&AD Insurance Group Holdings,Asia,Financial services,,,,1,,,,
2024,Munich Re Group,Europe,Financial services,,,,1,1,,,
2024,National Australia Bank,Other,Financial services,1,,,1,1,,,
2024,Nationwide,North America,Financial services,,,,1,1,,,
2024,Nestle,Europe,"Food, beverages and agriculture",1,1,,1,1,,,
2024,Netflix,North America,Telecommunications and media,,1,,1,1,,,
2024,New Hope Holding Group,Asia,"Food, beverages and agriculture",,,,,,,,
2024,New York Life Insurance,North America,Financial services,,,,1,1,,,
2024,Nike,North America,Household and personal products,1,1,,1,1,,,
2024,Nippon Life Insurance,Asia,Financial services,1,,,1,,,,
2024,Nippon Steel Corporation,Asia,Metals and mining,,,1,,1,,,
2024,Nippon Telegraph and Telephone,Asia,Telecommunications and media,,,1,,,,,
2024,Nissan Motor,Asia,Automotive,,1,1,,1,,,
2024,Northrop Grumman,North America,Aerospace and defense,,,,1,,,,
2024,Northwestern Mutual,North America,Financial services,,,,,,,,
2024,Novartis,Europe,Health care and pharmaceuticals,1,1,,1,1,,,
2024,Novo Nordisk,Europe,Health care and pharmaceuticals,1,1,,1,,,,
2024,Nucor,North America,Metals and mining,,,,1,1,,,
2024,Nvidia,North America,Technology,,,,,,,,
2024,Oil & Natural Gas,Asia,Metals and mining,,,,,,,,
2024,Olam Group,Asia,Retail,,1,,1,1,,,
2024,OMV Group,Europe,Oil and gas,,,,1,1,,,
2024,Oracle,North America,Technology,,,,1,,,,
2024,Orange,Europe,Telecommunications and media,,1,,1,1,,,
2024,Orlen,Europe,Oil and gas,,,,1,,,,
2024,Paccar,North America,Automotive,,1,,,,,,
2024,Pacific Construction Group,Asia,Engineering and construction,,,,,,,,
2024,Panasonic Holdings,Asia,Industrial goods,1,1,,1,1,,,
2024,PBF Energy,North America,Oil and gas,,,1,,,,,
2024,PDD Holdings,Asia,Retail,,,,,,,,
2024,Pegatron,Asia,Industrial goods,,,,1,,,,
2024,Pemex,North America,Metals and mining,,,,1,1,,,
2024,People's Insurance Co. of China,Asia,Financial services,,,,,,,,
2024,PepsiCo,North America,"Food, beverages and agriculture",1,1,,1,1,,,
2024,Performance Food Group,North America,Retail,,,,1,,,,
2024,Pertamina,Asia,Oil and gas,,,,,,,,
2024,Petrobras,Other,Oil and gas,,,1,,1,,,
2024,Petronas,Asia,Oil and gas,,,,1,,,,
2024,Pfizer,North America,Health care and pharmaceuticals,1,1,,1,1,,,
2024,Philip Morris International,North America,"Food, beverages and agriculture",,1,,1,1,,,
2024,Phillips 66,North America,Oil and gas,,,,,,,,
2024,Phoenix Pharma,Europe,Retail,,,,1,1,,,
2024,Ping An Insurance,Asia,Financial services,,,1,,1,,,
2024,Plains GP Holdings,North America,Oil and gas,,,,,,,,
2024,POSCO Holdings,Asia,Metals and mining,,,1,,,,,
2024,Power Corp. of Canada,North America,Financial services,,,,,,,,
2024,PowerChina,Asia,Engineering and construction,,,,,,,,
2024,Procter & Gamble,North America,Household and personal products,1,1,,1,1,,,
2024,Progressive,North America,Financial services,,,,1,1,,,
2024,Prudential Financial,North America,Financial services,,,,1,1,,,
2024,PTT,Asia,Oil and gas,,,,1,1,,,
2024,Publix Super Markets,North America,Retail,,,,,,,,
2024,Qualcomm,North America,Industrial goods,,1,,1,1,,,
2024,Quanta Computer,Asia,Technology,,,1,,,,,
2024,Rabobank Group,Europe,Financial services,,,,,,,,
2024,Raizen,Other,Oil and gas,,,,,,,,
2024,Rajesh Exports,Asia,Financial services,,,,,,,,
2024,Reliance Industries,Asia,Oil and gas,,,,1,,,,
2024,Renault,Europe,Automotive,,1,,1,1,,,
2024,Repsol,Europe,Oil and gas,,,,1,1,,,
2024,Rio Tinto Group,Europe,Metals and mining,,,,1,,,,
2024,Roche Group,Europe,Health care and pharmaceuticals,,,,1,-1,,,
2024,Rosneft Oil,Europe,Oil and gas,,,1,,1,,,
2024,Royal Ahold Delhaize,Europe,Retail,,1,,1,,,,
2024,Royal Bank of Canada,North America,Financial services,,,,1,1,,,
2024,RTX,North America,Aerospace and Defense,,,,1,1,,,
2024,S.F. Holding,Asia,Transportation and logistics,,,,,,,,
2024,SAIC Motor,Asia,Automotive,,,,,,,,
2024,Saint-Gobain,Europe,Industrial goods,,1,,1,,,,
2024,Salesforce,North America,Technology,,1,,1,1,,,
2024,Samsung C&T,Asia,Financial services,,,1,,1,,,
2024,Samsung Electronics,Asia,Industrial goods,1,,,1,,,,
2024,Sanofi,Europe,Health care and pharmaceuticals,1,1,,1,1,,,
2024,SAP,Europe,Technology,1,1,,1,1,,,
2024,Saudi Aramco,Asia,Metals and mining,,,,1,1,,,
2024,Sberbank,Asia,Financial services,,,1,,1,,,
2024,Schlumberger,North America,Oil and gas,,,,1,1,,,
2024,Schneider Electric,Europe,Industrial goods,1,1,,1,1,,,
2024,Seven & I Holdings,Asia,Retail,1,,,1,,,,
2024,Shaanxi Coal & Chemical Industry,Asia,Metals and mining,,,,,,,,
2024,Shaanxi Construction Engineering Holding,Asia,Engineering and Construction,,,,,,,,
2024,Shaanxi Yanchang Petroleum (Group),Asia,Metals and mining,,,,,,,,
2024,Shandong Energy Group,Asia,Metals and mining,,,,,,,,
2024,Shandong Hi-Speed Group,Asia,Transportation and logistics,,,,,,,,
2024,Shandong Weiqiao Pioneering Group,Asia,Household and personal products,,,,1,,,,
2024,Shanghai Construction Group,Asia,Engineering and construction,,,,,,,,
2024,Shanghai Delong Steel Group,Asia,Metals and mining,,,,,,,,
2024,Shanghai Pharmaceuticals Holding,Asia,Retail,,,,,,,,
2024,Shanghai Pudong Development Bank,Asia,Financial services,,,,,,,,
2024,Shanxi Coking Coal Group,Asia,Metals and mining,,,,,,,,
2024,Shell,Europe,Oil and gas,,,,1,1,,,
2024,Shenghong Holding Group,Asia,Chemicals,,,,,,,,
2024,Shenzhen Investment Holdings,Asia,Financial services,,,,,,,,
2024,Shougang Group,Asia,Metals and mining,,,,,,,,
2024,Shudao Investment Group,Asia,Engineering and construction,,,,,,,,
2024,Siemens,Europe,Industrial goods,1,1,,1,1,,,
2024,Siemens Energy,Europe,Energy and utilities,,1,,1,,,,
2024,Sinochem Holdings,Asia,Chemicals,,,,,,,,
2024,Sinomach,Asia,Industrial goods,,,,,,,,
2024,Sinopec Group,Asia,Oil and gas,,,,,,,,
2024,Sinopharm,Asia,Health care and pharmaceuticals,,,,,,,,
2024,SK,Asia,Oil and gas,,,1,,1,,,
2024,SNCF Group,Europe,Transportation and logistics,,,,1,,,,
2024,Societe Generale,Europe,Financial services,,,1,,1,,,
2024,SoftBank Group,Asia,Telecommunications and media,1,1,,1,1,,,
2024,Sompo Holdings,Asia,Financial services,,,,1,1,,,
2024,Sony,Asia,Industrial goods,1,1,,1,,,,
2024,Standard Chartered,Europe,Financial services,1,,,1,1,,,
2024,Starbucks,North America,"Food, beverages and agriculture",1,1,,1,,,,
2024,State Bank of India,Asia,Financial services,,,,1,1,,,
2024,State Farm Insurance,North America,Financial services,,,,,,,,
2024,State Grid,Asia,Energy and utilities,,,,,,,,
2024,State Power Investment,Asia,Energy and utilities,,,,,,,,
2024,Stellantis,Europe,Automotive,,,,1,1,,,
2024,StoneX Group,North America,Financial services,,,,,,,,
2024,Subaru,Asia,Automotive,,,1,,1,,,
2024,Sumitomo,Asia,Financial services,,,1,,1,,,
2024,Sumitomo Mitsui Financial Group,Asia,Financial services,,,,1,1,,,
2024,Suncor Energy,North America,Oil and gas,,,,,,,,
2024,Susun Construction Group,Asia,Engineering and construction,,,,,,,,
2024,Suzuki Motor,Asia,Automotive,,,1,,,,,
2024,Swiss Re,Europe,Financial services,1,,,1,1,,,
2024,Sysco,North America,Retail,,1,,,,,,
2024,Taikang Insurance Group,Asia,Financial services,,,,,,,,
2024,Taiwan Semiconductor Manufacturing,Asia,Industrial goods,,,,1,,,,
2024,Talanx,Europe,Financial services,,,,1,1,,,
2024,Target,North America,Retail,1,1,,1,1,,,
2024,Tata Motors,Asia,Automotive,1,,,,,,,
2024,TD Synnex,North America,Retail,,1,,1,,,,
2024,Telefonica,Europe,Telecommunications and media,1,1,,1,1,,,
2024,Tencent Holdings,Asia,Technology,,1,1,,1,,,
2024,Tesco,Europe,Retail,1,1,,1,1,,,
2024,Tesla,North America,Automotive,,,,,,,,
2024,Thermo Fisher Scientific,North America,Industrial goods,,1,,1,1,,,
2024,ThyssenKrupp,Europe,Metals and mining,,1,1,,,,,
2024,TIAA,North America,Financial services,,,,1,1,,,
2024,TJX,North America,Retail,,,,1,1,,,
2024,Tokio Marine Holdings,Asia,Financial services,,,,1,1,,,
2024,Tokyo Electric Power,Asia,Energy and utilities,,,,1,1,,,
2024,TongLing Nonferrous Metals Group,Asia,Metals and mining,,,,,,,,
2024,Tongwei Group,Asia,Energy and utilities,,,1,,1,,,
2024,Toronto-Dominion Bank,North America,Financial services,1,,,1,1,,,
2024,TotalEnergies,Europe,Oil and gas,,,1,,1,,,
2024,Toyota Motor,Asia,Automotive,,1,1,,1,,,
2024,Toyota Tsusho,Asia,Financial services,,,,1,1,,,
2024,Trafigura Group,Asia,Financial services,,,1,,1,,,
2024,Travelers,North America,Financial services,,,1,,1,,,
2024,Truist Financial,North America,Financial services,,,,1,,,,
2024,Tsingshan Holding Group,Asia,Metals and mining,,,,,,,,
2024,Tyson Foods,North America,"Food, beverages and agriculture",,1,,1,,,,
2024,U.S. Bancorp,North America,Financial services,,,,1,1,,,
2024,U.S. Postal Service,North America,Transportation and logistics,,,,,,,,
2024,Uber Technologies,North America,Technology,,1,,1,,,,
2024,UBS Group,Europe,Financial services,1,,,1,1,,,
2024,UniCredit Group,Europe,Financial services,,,,1,1,,,
2024,Unilever,Europe,Household and personal products,1,1,,1,-1,,,
2024,Uniper,Europe,Energy and utilities,,,1,,1,,,
2024,United Airlines Holdings,North America,Transportation and logistics,,1,,1,-1,,,
2024,United Parcel Service,North America,Transportation and logistics,,,1,,1,,,
2024,UnitedHealth Group,North America,Health care and pharmaceuticals,,,,1,1,,,
2024,US Foods Holding,North America,Retail,,1,,,,,,
2024,USAA,North America,Financial services,,,,,,,,
2024,Vale,Other,Metals and mining,,,,1,,,,
2024,Valero Energy,North America,Oil and gas,,,1,,1,,,
2024,Veolia Environnement,Europe,Energy and utilities,,1,,1,1,,,
2024,Verizon Communications,North America,Telecommunications and media,1,1,,1,,,,
2024,Vibra Energia,Other,Oil and gas,,,1,,1,,,
2024,Vinci,Europe,Engineering and construction,,1,1,,1,,,
2024,Visa,North America,Financial services,1,1,1,,1,,,
2024,Vodafone Group,Europe,Telecommunications and media,1,1,,1,,,,
2024,Volkswagen,Europe,Automotive,,1,1,,1,,,
2024,Volvo,Europe,Automotive,,1,1,,,,,
2024,VTB Bank,Asia,Financial services,,,,,,,,
2024,Walgreens Boots Alliance,North America,Retail,,,,1,,,,
2024,Walmart,North America,Retail,1,1,,1,-1,,,
2024,Walt Disney,North America,Telecommunications and media,,1,,1,1,,,
2024,Warner Bros. Discovery,North America,Telecommunications and media,,,,,,,,
2024,Wells Fargo,North America,Financial services,,,,1,1,,,
2024,Wilmar International,Asia,"Food, beverages and agriculture",,,,,,,,
2024,Woolworths Group,Other,Retail,1,1,,1,1,,,
2024,World Kinect,North America,Energy and utilities,,,,,,,,
2024,Wuchan Zhongda Group,Asia,Financial services,,,,,,,,
2024,X5 Retail Group,Asia,Retail,,,,,,,,
2024,Xiamen C&D,Asia,Financial services,,,,,,,,
2024,Xiamen ITG Holding Group,Asia,Financial services,,,,,,,,
2024,Xiaomi,Asia,Industrial goods,,,1,,1,,,
2024,XMXYG,Asia,Financial services,,,,,,,,
2024,ZF Friedrichshafen,Europe,Automotive,,1,1,,,,,
2024,Zhejiang Communications Investment Group,Asia,Transportation and logistics,,,,,,,,
2024,Zhejiang Geely Holding Group,Asia,Automotive,,,1,,,,,
2024,Zhejiang Hengyi Group,Asia,Chemicals,,,,,,,,
2024,Zhejiang Rongsheng Holding Group,Asia,Chemicals,,,,,,,,
2024,Zijin Mining Group,Asia,Metals and mining,,,1,,1,,,
2024,Zurich Insurance Group,Europe,Financial services,1,,,1,1,,,
2025,Walmart,North America,Retail,1,1,,,-1,,,
2025,Amazon,North America,Retail,,,,,1,,,
2025,State Grid,Asia,Energy and utilities,,,1,,,,,
2025,Saudi Aramco,Other,Metals and mining,,,,,1,,,
2025,China National Petroleum,Asia,Oil and gas,,,1,,,,,
2025,Sinopec Group,Asia,Oil and gas,,,,1,1,,,
2025,UnitedHealth Group,North America,Health care and pharmaceuticals,,1,,,,,,
2025,Apple,North America,Technology,1,1,,1,1,,,
2025,CVS Health,North America,Health care and pharmaceuticals,,1,,,1,,,
2025,Berkshire Hathaway,North America,Financial services,,,,,,,,
2025,McKesson,North America,Health care and pharmaceuticals,,1,,,,,,
2025,Volkswagen,Europe,Automotive,,1,,1,1,,,
2025,Alphabet,North America,Retail,,1,,,-1,,,
2025,Exxon Mobil,North America,Oil and gas,,,,,1,,,
2025,Toyota Motor,Asia,Automotive,,1,,1,,,,
2025,China State Construction Engineering,Asia,Engineering and construction,,,,1,,,,
2025,Cencora,North America,Health care and pharmaceuticals,,1,,,,,,
2025,Shell,Europe,Oil and gas,,,,,1,,,
2025,JPMorgan Chase,North America,Financial services,,,,,1,,,
2025,Costco Wholesale,North America,Retail,,,,,,,,
2025,Cigna,North America,Health care and pharmaceuticals,1,,,1,,,,
2025,Microsoft,North America,Technology,1,1,,1,1,,,
2025,Trafigura Group,Asia,Financial services,,,,1,1,,,
2025,Glencore,Europe,Metals and mining,,,,,,,,
2025,Cardinal Health,North America,Health care and pharmaceuticals,,1,,,,,,
2025,Industrial & Commercial Bank of China,Asia,Financial services,,,1,,1,,,
2025,Samsung Electronics,Asia,Technology,1,,,,1,,,
2025,Hon Hai Precision Industry,Asia,Technology,1,1,,,,,,
2025,Chevron,North America,Oil and gas,,,,,1,,,
2025,Agricultural Bank of China,Asia,Financial services,,,1,,-1,,,
2025,China Construction Bank,Asia,Financial services,,,1,,,,,
2025,TotalEnergies,Europe,Oil and gas,,,,,1,,,
2025,BP,Europe,Oil and gas,,,,,1,,,
2025,Bank of America,North America,Financial services,,,,,1,,,
2025,General Motors,North America,Automotive,1,1,,1,1,,,
2025,Ford Motor,North America,Automotive,,1,,1,1,,,
2025,Elevance Health,North America,Health care and pharmaceuticals,1,1,,,1,,,
2025,Bank of China,Asia,Financial services,,,,1,1,,,
2025,Citigroup,North America,Financial services,,,,,1,,,
2025,Stellantis,Europe,Automotive,,,,,1,,,
2025,Meta Platforms,North America,Retail,,1,,,1,,,
2025,Centene,North America,Health care and pharmaceuticals,,,,,,,,
2025,China Railway Engineering Group,Asia,Engineering and construction,,,,,,,,
2025,JD.com,Asia,Retail,,,1,,,,,
2025,China Life Insurance,Asia,Financial services,,,1,,,,,
2025,Home Depot,North America,Retail,1,1,,,,,,
2025,Ping An Insurance,Asia,Financial services,,,,1,,,,
2025,Mercedes-Benz Group,Europe,Automotive,,1,,1,,,,
2025,BMW Group,Europe,Automotive,1,1,,,1,,,
2025,Fannie Mae,North America,Financial services,,,,,,,,
2025,China Railway Construction,Asia,Engineering and construction,,,,1,,,,
2025,Walgreens Boots Alliance,North America,Health care and pharmaceuticals,,,,,,,,
2025,Kroger,North America,Retail,,,,,,,,
2025,BNP Paribas,Europe,Financial services,,,,1,1,,,
2025,Banco Santander,Europe,Financial services,,,,,1,,,
2025,HSBC Holdings,Europe,Financial services,1,,,,1,,,
2025,Phillips 66,North America,Oil and gas,,,,,,,,
2025,China Mobile Communications,Asia,Telecommunications and media,,,,,,,,
2025,Honda Motor,Asia,Automotive,,,,1,1,,,
2025,Marathon Petroleum,North America,Oil and gas,,,,,,,,
2025,China Communications Construction,Asia,Engineering and construction,,,,,-1,,,
2025,CITIC Group,Asia,Financial services,,,,1,,,,
2025,Alibaba Group Holding,Asia,Retail,,,,1,,,,
2025,Verizon Communications,North America,Telecommunications and media,1,,,,,,,
2025,China National Offshore Oil,Asia,Metals and mining,,,,,1,,,
2025,Nvidia,North America,Technology,,1,,,,,,
2025,China Resources,Asia,Financial services,,,,,,,,
2025,Hyundai Motor,Asia,Automotive,1,,,1,,,,
2025,Electricite de France,Europe,Energy and utilities,,1,,,-1,,,
2025,Goldman Sachs Group,North America,Financial services,1,,,,1,,,
2025,Wells Fargo,North America,Financial services,,,,,1,,,
2025,Deutsche Telekom,Europe,Telecommunications and media,1,1,,,1,,,
2025,China Baowu Steel Group,Asia,Metals and mining,,,1,,1,,,
2025,Valero Energy,North America,Oil and gas,,,,1,1,,,
2025,Comcast,North America,Telecommunications and media,,1,,1,1,,,
2025,Allianz,Europe,Financial services,1,,,,1,,,
2025,State Farm Insurance,North America,Financial services,,,,,,,,
2025,AT&T,North America,Telecommunications and media,,1,,,1,,,
2025,Mitsubishi,Asia,Financial services,,,,,1,,,
2025,Freddie Mac,North America,Financial services,,,,,,,,
2025,Hengli Group,Asia,Household and personal products,,,1,,,,,
2025,Shandong Energy Group,Asia,Metals and mining,,,1,,,,,
2025,Huawei Investment & Holding,Asia,Technology,,,,,,,,
2025,China Southern Power Grid,Asia,Energy and utilities,,,1,,,,,
2025,Humana,North America,Health care and pharmaceuticals,,1,,,,,,
2025,China Minmetals,Asia,Metals and mining,,,1,,,,,
2025,Gazprom,Europe,Energy and utilities,,,,,1,,,
2025,Reliance Industries,Asia,Oil and gas,,,,,1,,,
2025,Societe Generale,Europe,Financial services,,,,1,,,,
2025,Rosneft Oil,Europe,Oil and gas,,,,1,,,,
2025,BYD,Asia,Automotive,,,,1,,,,
2025,China Energy Investment,Asia,Energy and utilities,,,1,,,,,
2025,Morgan Stanley,North America,Financial services,,,,,1,,,
2025,Target,North America,Retail,1,1,,,,,,
2025,Life Insurance Corp. of India,Asia,Financial services,,,,,,,,
2025,Equinor,Europe,Oil and gas,,,,,1,,,
2025,Nestlé,Europe,"Food, beverages and agriculture",1,1,,,-1,,,
2025,Xiamen C&D,Asia,Financial services,,,1,,,,,
2025,StoneX Group,North America,Financial services,,,,,1,,,
2025,PowerChina,Asia,Engineering and construction,,,1,,,,,
2025,Royal Bank of Canada,North America,Financial services,,,,,1,,,
2025,Sberbank,Europe,Financial services,,,,1,1,,,
2025,AXA,Europe,Financial services,1,,,,1,,,
2025,ENI,Europe,Oil and gas,,,,,1,,,
2025,Bosch Group,Europe,Automotive,,1,,1,1,,,
2025,Tesla,North America,Automotive,,,,,,,,
2025,China Post Group,Asia,Transportation and logistics,,,,,,,,
2025,Royal Ahold Delhaize,Europe,Retail,,1,,,1,,,
2025,Itochu,Asia,Financial services,,,,,1,,,
2025,Mitsui,Asia,Financial services,,,,,1,,,
2025,Dell Technologies,North America,Technology,1,1,,,,,,
2025,REWE Group,Europe,Retail,,,,,1,,,
2025,Carrefour,Europe,Retail,,1,,1,,,,
2025,SK,Asia,Oil and gas,1,,,,1,,,
2025,PepsiCo,North America,"Food, beverages and agriculture",1,1,,,1,,,
2025,Tencent Holdings,Asia,Retail,,1,,,,,,
2025,Christian Dior,Europe,Retail,,1,,,,,,
2025,Zhejiang Rongsheng Holding Group,Asia,Chemicals,,,1,,,,,
2025,Sinopharm,Asia,Health care and pharmaceuticals,,,,,,,,
2025,Petrobras,Other,Oil and gas,,,,,1,,,
2025,Pemex,Other,Metals and mining,,,,,1,,,
2025,Walt Disney,North America,Telecommunications and media,,1,,,1,,,
2025,United Parcel Service,North America,Transportation and logistics,,,,1,-1,,,
2025,DHL Group,Europe,Transportation and logistics,,1,,,1,,,
2025,Credit Agricole,Europe,Financial services,1,,,,1,,,
2025,Taiwan Semiconductor Manufacturing,Asia,Technology,,,,,1,,,
2025,Indian Oil,Asia,Oil and gas,,,,,1,,,
2025,NTT,Asia,Telecommunications and media,,1,,,1,,,
2025,Tesco,Europe,Retail,1,1,,,1,,,
2025,Mitsubishi UFJ Financial Group,Asia,Financial services,,,,,1,,,
2025,Johnson & Johnson,North America,Health care and pharmaceuticals,1,1,,,1,,,
2025,Toronto-Dominion Bank,North America,Financial services,1,,,,1,,,
2025,COFCO,Asia,Financial services,,1,,,,,,
2025,China Telecommunications,Asia,Telecommunications and media,,,1,,,,,
2025,FedEx,North America,Transportation and logistics,,,,1,,,,
2025,PTT,Asia,Oil and gas,,,,,1,,,
2025,Banco Bilbao Vizcaya Argentaria,Europe,Financial services,,,,,1,,,
2025,SAIC Motor,Asia,Automotive,,,,1,,,,
2025,UBS Group,Europe,Financial services,1,,,,1,,,
2025,E.ON,Europe,Energy and utilities,,1,,1,,,,
2025,People's Insurance Co. of China,Asia,Financial services,,,1,,,,,
2025,Brookfield,North America,Financial services,,,,,1,,,
2025,Archer Daniels Midland,North America,"Food, beverages and agriculture",,,,,,,,
2025,Siemens,Europe,Industrial goods,,1,,,1,,,
2025,Enel,Europe,Energy and utilities,,1,,,-1,,,
2025,Sony,Asia,Technology,1,1,,,1,,,
2025,Procter & Gamble,North America,Household and personal products,,1,,,1,,,
2025,Lowe's,North America,Retail,,,,,,,,
2025,Wuchan Zhongda Group,Asia,Financial services,,,,,,,,
2025,Nissan Motor,Asia,Automotive,,1,,1,1,,,
2025,Energy Transfer,North America,Energy and utilities,,,,,,,,
2025,Groupe BPCE,Europe,Financial services,,,,,1,,,
2025,RTX,North America,Aerospace and defense,,,,,,,,
2025,Albertsons,North America,Retail,,1,,,,,,
2025,Zhejiang Geely Holding Group,Asia,Automotive,,,,1,,,,
2025,Engie,Europe,Energy and utilities,,1,,,1,,,
2025,U.S. Postal Service,North America,Transportation and logistics,,,,,,,,
2025,Sysco,North America,"Food, beverages and agriculture",,1,,,1,,,
2025,Kia,Asia,Automotive,1,,,1,,,,
2025,Vinci,Europe,Engineering and construction,,1,,,1,,,
2025,Shenghong Holding Group,Asia,Chemicals,,,,,,,,
2025,Seven & I Holdings,Asia,Retail,1,,,,,,,
2025,State Bank of India,Asia,Financial services,,,,1,,,,
2025,China FAW Group,Asia,Automotive,,,1,,,,,
2025,Jiangxi Copper,Asia,Metals and mining,,,1,,,,,
2025,Shandong Weiqiao Pioneering Group,Asia,Household and personal products,,,,1,,,,
2025,JBS,Europe,"Food, beverages and agriculture",,,,,,,,
2025,Bank of Communications,Asia,Financial services,,,,,,,,
2025,Progressive,North America,Financial services,,,,1,,,,
2025,Pacific Construction Group,Asia,Engineering and construction,,,,,1,,,
2025,Pertamina,Asia,Oil and gas,,,,,,,,
2025,Uniper,Europe,Energy and utilities,,,,1,1,,,
2025,Japan Post Holdings,Asia,Financial services,,,,1,,,,
2025,Airbus,Europe,Aerospace and defense,,1,,,1,,,
2025,American Express,North America,Financial services,1,1,,,1,,,
2025,Orlen,Europe,Oil and gas,,,,,,,,
2025,Deutsche Bank,Europe,Financial services,1,,,,1,,,
2025,Shaanxi Coal & Chemical Industry,Asia,Metals and mining,,,,1,,,,
2025,Lloyds Banking Group,Europe,Financial services,1,,,,1,,,
2025,ENEOS Holdings,Asia,Oil and gas,,,,1,1,,,
2025,Oil & Natural Gas,Asia,Metals and mining,,,,,1,,,
2025,Lukoil,Europe,Oil and gas,,,,,,,,
2025,Nippon Life Insurance,Asia,Financial services,1,,,,,,,
2025,ING Group,Europe,Financial services,1,1,,,-1,,,
2025,Barclays,Europe,Financial services,1,,,,1,,,
2025,Lockheed Martin,North America,Aerospace and defense,,,,,,,,
2025,MetLife,North America,Financial services,,,,,1,,,
2025,Roche Group,Europe,Health care and pharmaceuticals,,1,,,,,,
2025,HCA Healthcare,North America,Health care and pharmaceuticals,,,,,,,,
2025,BASF,Europe,Chemicals,,,,,1,,,
2025,Koc Holding,Europe,Energy and utilities,,,,1,,,,
2025,Prudential Financial,North America,Financial services,,,,,1,,,
2025,China Merchants Bank,Asia,Financial services,,,,1,,,,
2025,Petronas,Asia,Energy and utilities,,,,,,,,
2025,Alimentation Couche-Tard,North America,Retail,,,,1,,,,
2025,Lenovo Group,Asia,Technology,,1,,,,,,
2025,Korea Electric Power,Asia,Energy and utilities,,,,1,1,,,
2025,Toyota Tsusho,Asia,Financial services,,1,,,,,,
2025,China Poly Group,Asia,Real estate,,,1,,,,,
2025,Wilmar International,Asia,"Food, beverages and agriculture",,1,,,,,,
2025,Beijing Automotive Group,Asia,Automotive,,,,1,,,,
2025,Munich Re Group,Europe,Financial services,,,,,1,,,
2025,Aluminum Corp. of China,Asia,Metals and mining,,,1,,,,,
2025,Sumitomo Mitsui Financial Group,Asia,Financial services,,,,,1,,,
2025,Itau Unibanco Holding,Other,Financial services,,,,,1,,,
2025,Boeing,North America,Aerospace and defense,,,,,1,,,
2025,AEON,Asia,Retail,1,1,,,,,,
2025,Xiamen ITG Holding Group,Asia,Financial services,,,1,,,,,
2025,Zurich Insurance Group,Europe,Financial services,1,,,,1,,,
2025,Unilever,Europe,Household and personal products,1,1,,,-1,,,
2025,Accenture,Europe,Technology,1,1,,,,,,
2025,COSCO Shipping,Asia,Transportation and logistics,,1,,,,,,
2025,Caterpillar,North America,Engineering and construction,,,,,,,,
2025,Dai-ichi Life Holdings,Asia,Financial services,,,,,,,,
2025,LG Electronics,Asia,Technology,1,1,,1,1,,,
2025,Hitachi,Asia,Technology,,1,,,,,,
2025,Merck,North America,Health care and pharmaceuticals,,1,,,1,,,
2025,Allstate,North America,Financial services,,,,,,,,
2025,Pfizer,North America,Health care and pharmaceuticals,1,1,,,1,,,
2025,Zhejiang Hengyi Group,Asia,Chemicals,,,1,,,,,
2025,IBM,North America,Technology,,,,,1,,,
2025,New York Life Insurance,North America,Financial services,,,,,,,,
2025,ArcelorMittal,Europe,Metals and mining,,,,,1,,,
2025,Assicurazioni Generali,Europe,Financial services,,,,,1,,,
2025,Delta Air Lines,North America,Transportation and logistics,,1,,,1,,,
2025,China North Industries Group,Asia,Aerospace and defense,,,,,,,,
2025,Bouygues,Europe,Engineering and construction,,,,,,,,
2025,China Energy Engineering Group,Asia,Engineering and construction,,,1,,,,,
2025,Renault,Europe,Automotive,,1,,1,,,,
2025,Banco do Brasil,Other,Financial services,,,,,1,,,
2025,Publix Super Markets,North America,Retail,,,,,,,,
2025,Anheuser-Busch InBev,Europe,"Food, beverages and agriculture",1,1,,,,,,
2025,Chery Holding Group,Asia,Automotive,,,,,,,,
2025,Mizuho Financial Group,Asia,Financial services,,,,,-1,,,
2025,Jinchuan Group,Asia,Metals and mining,,,1,,,,,
2025,Nationwide,North America,Financial services,,,,,1,,,
2025,Edeka Zentrale,Europe,"Food, beverages and agriculture",,1,,,,,,
